title,company,city,description,salary,url
Senior Python Engineer,DBB Software,Дніпро,"Role OverviewWe are searching for a talented Senior Backend Engineer to join our dynamic team. As a pivotal member of our growing startup, you’ll have the chance to significantly influence the development of our Security SaaS platform.About UsAt DBBS, we are committed to securing the future of intelligent computing. As we advance toward a future dominated by AI-driven applications, we are laying the security groundwork that will enable this transformation. Our mission is to empower innovators, providing them with the confidence to explore and create in this evolving landscape. We collaborate with Fortune 500 companies, startups, and foundation model providers to safeguard their innovations and users from potential threatsKey ResponsibilitiesCollaborate closely with cross-functional teams, including frontend engineers, product managers, and DevOps, to deliver top-tier web applications tailored for cybersecurity professionals.Design, develop, test, and maintain scalable and efficient backend systems using Python and Flask.Optimize and manage our storage solutions, leveraging relational databases and key-value stores such as AWS RDS and Redis.Work with AWS ECS and EKS orchestration frameworks, crafting ECS task specifications and Kubernetes deployments using YAML, Terraform, and Helm.Build, test, and maintain RESTful APIs to support frontend applications and third-party integrations.Develop and maintain our AWS infrastructure with Terraform.Integrate third-party SaaS services like Auth0 for authentication and user management, and Stripe for billing processes.Set up and maintain observability components using OpenTelemetry, Prometheus, and Grafana.Participate in code reviews, providing and receiving constructive feedback to enhance code quality.Optimize applications for peak performance and scalability.Package and deploy applications using CI/CD pipelines and containerization.QualificationsBachelor’s or Master’s degree in Computer Science or a related field.6+ years of experience in backend development using Python and Flask (or FastAPI).3+ years of experience in building backends for data analytics dashboards.3+ years of experience in deploying and scaling backends on Kubernetes clusters.Strong understanding of relational databases, including schema design and optimization techniques.Proficiency in Python 3, with a solid grasp of type checking using Pyright.Deep knowledge of web application development, especially in Python, and request/response processing.Expertise in developing and integrating RESTful APIs.Experience with message queue services such as RabbitMQ or Kafka.Familiarity with modern backend technologies and infrastructure, particularly Kubernetes and AWS ECS.Understanding of microservices architecture.Experience with observability tools like OpenTelemetry, Prometheus, and Grafana.Hands-on experience with AWS services and scaling SaaS applications.Experience implementing end-to-end product features using feature flags.Skilled in measuring and optimizing backend performance.Experience with containerization technologies, including Docker.Experience collaborating with frontend engineers.Proficiency in Agile software development methodologies.Attention to detail and commitment to delivering high-quality work in a fast-paced environment.Excellent verbal and written communication skills in English.Technologies, Languages, and FrameworksExpert knowledge of Python, Flask, and FastAPI.Expert knowledge of SQL.Proficiency in Terraform, Kubernetes, OpenTelemetry, Prometheus, and Grafana.Familiarity with AWS services including EKS, ECS, CloudWatch, Lambda functions.Experience with message queue systems like RabbitMQ, Kafka.Knowledge of containerization with Docker.Familiarity with tools such as Celery, Pip/Poetry, Git, GitLab, GitLab CI/CD, and Sentry.Experience with load testing frameworks like Grafana k6 and unit testing frameworks like PyTest.",Not provided,https://jobs.dou.ua/companies/dbb-software/vacancies/278829/
Python Mentor,Evowill,віддалено,"Evowill is looking for a Python Mentor to join our team. If you want to share your knowledge with young developers who have just started their path in programming and you enjoy teaching or want to try yourself in this role, we would be happy to collaborate! You are:An Engineer with 5+ years of experience in Backend or FullStack development;Patient, responsible, and organized person;Interested in teaching people and sharing knowledge;Like to learn new things the same as to teach;Proficient in writing clean and maintainable code;Enjoy helping people to grow technically and intellectually;Prefer to work remotely and flexibly (in the Ukrainian timezone). We are:Ukrainian-Colombian team working with Python, Ruby, and JavaScript/React;Have several mentors who would like to onboard you and share their experience;People whose primary value is evolution. Technical skills:Deep knowledge of Python, Django, and a basic understanding of FastAPI or other web frameworks;Experience with databases — relational and non-relational;Knowledge of OOP, SOLID, Design Patterns, and Microservices;Experience with containerisation (Docker);Knowledge of at least one cloud provider (AWS, GCP, or Azure);Understanding of Web Security, protocols, and standards (especially REST);Proficiency in testing (Pytest or Unittest);Knowledge of at least one CI tool (CircleCI or GitHub Actions);Confident with Linux or MacOS;Expertise in Git and GitFlow;Being aware of good practices, SDLC, Agile;English — Upper-Intermediate or Advanced. We propose:Remote and flexible job;Work with an international team from Ukraine and Colombia;A part-time or full-time position;Professional growing;Supportive and collaborative work environment.",Not provided,https://jobs.dou.ua/companies/evowill/vacancies/278826/
Senior Full-stack Engineer (Python+JS),1648 Factory,віддалено,"The client is a leading Consulting company from Germany. They are now looking to expand the portfolio of products for existing and new clients. You’ll be working on a project which is data-driven.Requirements: — 4+ years of experience with Python— Experience with web technologies, particularly Flask.— Familiarity with Plotly/Dash, and Pandas.— Familiarity with front-end technologies such as Bootstrap.— Strong problem-solving and analytical abilities— Excellent communication and collaboration skills— A passion for delivering high-quality software solutions and driving innovation.— GenAi— Azure.— Gitlab.— OOP.— Upper-intermediate English.Responsibilities: — Developing complex functionality on Python.— Implementing complex user stories.— Work with product owners, developers, and quality analysts to drive delivery and participate in all phases of software development.We offer: — A working environment with plenty of scope for creativity.— Independent work with a well-rehearsed team in the background.— Remote work from Ukraine.— Competitive salary with a long term contract.— Attractive compensation package (20 days of vacation, 5 sick days — 100% compensation).— Super-experienced international team.— Trust and support from the management team.— High degrees of responsibility and autonomy.— Agile teams where your ideas and solutions are valued.",Not provided,https://jobs.dou.ua/companies/1648-factory/vacancies/260126/
Middle Full-Stack Engineer,LetsData,віддалено,"We Are:LetsData is an AI solution helping civil society, businesses, and governments in dozens of countries to outpace disinformation. At LetsData, we build a state-of-the-art AI product used by states and the world’s largest organizations to discover and effectively navigate the risks possessed by disinformation in the modern media environment. About The Role:As the Full Stack Engineer of LetsData, you will actively participate in the Research and Development of new AI solutions. You will be part of our technical team to create cutting-edge solutions that harness the power of AI and data analytics.Format: Full-time/Contract Location: Remote — Ukraine, EMEARequirements:Has at least 2 years of experience as a Full Stack Engineer.Demonstrates proficiency in building cloud architecture on GCP.Is comfortable with Python and Node.js for backend development.Has experience with frontend development, previous background with Streamlit will be a huge plus.Is familiar with containerization and orchestration tools like Docker.(bonus) Understands infrastructure as code (IaC) and has experience with Terraform.Possesses excellent communication skills to collaborate effectively with cross-functional teams.Can freely communicate in English.Has a passion for making an impact in fighting disinformation.You will:Design and develop scalable and efficient backend services using Python and Node.js.Build interactive and user-friendly frontend interfaces using Streamlit.Deploy and manage applications on Google Cloud Platform (GCP).Collaborate with cross-functional teams to define, design, and ship new features.Ensure the performance, quality, and responsiveness of applications.Maintain code quality and organization by implementing best practices.We Offer:You will be offered compensation and an equity plan. Paid 20 days off and 5 sick leaves per yearMembership at a coworking of your choice. Teambuilding activitesLearning&Development budget Applications:If you want to join LetsData on its mission to outpace disinformation, please submit your applicationCVCompensation expectationsin English to [email protected] as soon as possible.",Not provided,https://jobs.dou.ua/companies/letsdata/vacancies/275193/
Python Developer/Data Scientist,Interactive Online Technologies,віддалено,"We are a product IT company with over 10 years of product development experience.Now we have launched the development of a new product. In this regard, we are looking for a Python Developer/Data Scientist for full-time, remote work to work together to create progressive products.We value professionalism, proactivity and responsibility for yourself, your decisions and your work results. We offer you inspiring challenges and complex tasks within an ambitious product without unnecessary bureaucracy.Expectations from the candidate:Python development experience from 3 years;WEB development experience (REST API);experience with Pandas, Numpy for working with data;practical experience with ML-tasks from a year within a real project;experience with NLP and CNN tasks. Experience with model deployment;experience with TensorFlow, keras, hugging face;experience with SQL Databases;knowledge of GIT, TCP, IP, HTTP(s), XML, JSON, AJAX, UML, basic principles of software production lifecycle and known development methodologies;preferably knowledge and experience in JavaScript;preferably experience with: PyTorch, SciPy, OpenCV, Matplotlib, LangChain;preferably experience with Docker, NoSQL.Responsibilities:Participation in the design and development of the chatbot project;participation in the design and development of the image generation project;participation in the design and development of the “smart” translator project.Job Requirements:Remote work in a friendly and comfortable team of professional developers WITHOUT the oppression of marketers;On-time salary starting from $5500 gross;2 weeks paid holiday a year;Paid sick days;Paid time off on major Slavic holidays;Opportunity to attend professional courses at company’s expense;Working week: Sunday-Thursday, 10 a.m. to 7 p.m. Israel time. We would love to give you all the details about the position! Send your CV now and we will contact you!!!! IMPORTANT TO KNOW !!!We have a multinational development team, which was formed more than 9 years ago. Our team includes people living in different CIS countries, so the language of communication is russian. But the company and all our employees are strongly opposed to russia’s invasion of Ukraine. The company provides humanitarian aid to Ukraine and helps our employees living there.We believe in the victory of Ukraine! Glory to Ukraine! Glory to ZSU! Glory to the Ukrainian nation!",$5500,https://jobs.dou.ua/companies/interactive-online-technologies/vacancies/272193/
Middle Python Developer,Inoxoft,"Львів, Вроцлав (Польща), віддалено","We’re looking for a talented and passionate Python Developer who will help build and maintain product features and fix bugs. You will help integrate with third-party systems in a secure and reliable way, troubleshoot and resolve complicated and unique issues, implement performance improvements that ensure our growing user basemaintains quick access to our products.Project details: A platform for communication between doctors and patients needing mental health support.Our Team: 2 Back End devs, 1 Front End dev, 1 Full Stack dev, Staff Engineer, QA.Responsibilities:— Assist projects through all aspects of the development process, including design discussions, point estimations, code architecture decisions, and implementation.— Maintain code integrity and promote best practices, both through your own work and through code reviews.— Participate in all steps of the software development life cycle, including cross-department collaboration.Requirements:— 2,5+ years of experience with Python and Flask.— Have extensive development experience with ORMs (SQLAlchemy, PostgreSQL).— Experience with Clouds (AWS).— Professional in Celery and Terraform.— The ability to write tests (Pytest).— Strong understanding of system architecture and design patterns.— Develop and implement software solutions that meet project requirements and quality standards, using industry best practices and technologies.— Proactivity, curiosity, and outside the box thinking.— English Upper intermediate is must.As a great plus:— Ideally previous experience with React, Typescript.— Experience with Docker, and integrating with third party services in a scalable, reusable way.— Previous experience working on large-scale and highly loaded-projects.— Healthcare integration (Athena, Xealth)Benefits:— Flexible working hours;— 20 paid days off and 10 sick/medical leaves;— Additional paid days off for personal events like marriage and childbirth;— Maternity/Paternity leaves;— Medical insurance;— Discount program;— Self-development budget per year;— Referral bonuses;— Corporate events and gifts;— Learning events and mentorship opportunities;— Speaking Clubs;— PE accounting and support.",Not provided,https://jobs.dou.ua/companies/inoxoft/vacancies/278768/
"Senior BigData Developer (Java OR Python, Spark, Hive, Hadoop)",Luxoft,Unknown,"only candidates who are in UkraineProject Description:During the 2008 financial crisis, many big banks failed or faced issues due to liquidity issues. Lack of liquidity can kill any financial institution over the night. That’s why it’s so critical to constantly monitor liquidity risks and properly maintain collaterals.We are looking for a number of talented developers, who would like to join our team in Pune, which is building liquidity risk and collateral management platform for one of the biggest investment banks over the globe. The platform is a set of front-end tools and back-end engines. Our platform helps the bank to increase efficiency and scalability, reduce operational risk and eliminate the majority of manual interventions in processing margin calls.Responsibilities:The candidate will work on development of new functionality for Liqudity Risk platform closely with other teams over the globe.Mandatory Skills Description:- BigData experience (5 years+);— Java, J2EE, Spark, Hive;— SQL Databases; UNIX Shell;— Experience in Apache Hadoop, Spark, Hive, Impala;— Big Data Reporting, Querying and analysis.Nice-to-Have Skills Description:- Spark Calculators based on business logic/rules— Basic performance tuning and troubleshooting knowledge— Experience with all aspects of the SDLC— Experience with complex deployment infrastructures— Knowledge in software architecture, design and testing— Data flow automation (Apache NiFi, Airflow etc)— Understanding of difference between OOP and Functional design approach— Understanding of an event driven architecture— Spring, Maven, GIT, uDeploy;Languages:English: B2 Upper Intermediate",Not provided,https://jobs.dou.ua/companies/luxoft/vacancies/278713/
Full-Stack Developer (Vue.js\Python),Octy,віддалено,"About project A platform that empowers businesses to delegate their communications to AI. It specializes in data integration and management, offering tools to connect various data sources, automate data workflows, and streamline communication processes.Required skills:Proficiency in Vue.js and Vite.Strong understanding of modern JavaScript and frontend development practices.Experience with Python and FastAPI.Comfort with and willingness to incorporate GPT-based coding solutions into development workflows.Knowledge of building and scaling RESTful APIs.Familiarity with Strapi or similar headless CMS platforms.Experience with cloud deployment, specifically on Fly.io or similar platforms. Responsibilities:Develop and maintain the frontend using Vue.js and Vite.Build and optimize backend services with Python (FastAPI).Integrate and manage content through Strapi CMS.Handle deployment and scaling on Fly.io.Utilize and adapt GPT-based coding solutions to enhance development efficiency.Collaborate with the team to design and implement new features. We offer: — Young and friendly team— Competitive salary— Fully remote work— Flexible schedule— 4 calendar weeks of paid vacation— 10 days of paid sick leave— Corporate events and team buildings— Corporate-funded training — Paid expos and conferences (online or offline)— Providing with all necessary equipment Hiring process:— HR interview (about 25 minutes)— General interview (up to 1 hour) We offer a project-based role with the potential for full-time employment upon successful completion of the project. Good luck! See you in our team!Octy",Not provided,https://jobs.dou.ua/companies/octy-apps/vacancies/278693/
Machine Learning Engineer (Python),Finline Company,віддалено,"We are currently looking for an experienced Python Software Engineer with a Machine Learning background who will join our research and development team.In this role, you will explore, test, and set up LLMs and other specific neural network solutions.Your main goal will be to adjust existing machine-learning solutions to our practical tools, such as financial models, trading strategies, LLM agents, etc.For this role, you will need: — Strong Python Experience (3+ years)— Experience with scientific Python ecosystem: Pandas, Numpy, Scipy, Scikit-learn, etc.— Experience with Machine Learning frameworks: Pytorch, Tensorflow— Good knowledge of mathematics (ability to develop custom loss functions)— Experience with Jupyter notebooks— Experience with Git, CI/CDBest match if you: — Interested in finance and research— Have experience with LLM Agents, RAG— Share a vision for the future of cryptocurrencies— Are not afraid of AGIWhy us: — The international team of talented people;— Possibility to deliver services from any location;— Balance between routine and developmental tasks;— Compensation for the cost of group English language training;— Work from a convenient office in Montenegro or remotely;— Official employment in Montenegro (in case of relocation);— Compensation for sick leave and paid vacation.",Not provided,https://jobs.dou.ua/companies/finline-company/vacancies/278611/
Senior Python Software Engineer (240002UQ),Ciklum,"Київ, Львів, Дніпро, Вінниця, віддалено","Ciklum is looking for a Senior Python Software Engineer to join our team full-time in Ukraine.
We are a custom product engineering company that supports both multinational organizations and scaling startups to solve their most complex business challenges. With a global team of over 4,000 highly skilled developers, consultants, analysts and product owners, we engineer technology that redefines industries and shapes the way people live.
About the role:
As a Senior Python Software Engineer, become a part of a cross-functional development team engineering experiences of tomorrow.
Our Client is a privately held technology company focused on artificial intelligence and deep learning computing infrastructure, data storage, specifically flash memory. Founded in 2016, the company offers a data computing platform that allows users to train AI models by storing and synthesizing large amounts of unstructured data. There is growing customer base includes Booking Holdings, US Air Force, US Department of Energy, Verizon, Boston Children’s Hospital, Pixar, and Zoom.
The company has more than 700 employees worldwide and is actively expanding into new regions in Asia Pacific, the Middle East, and Europe.
The team thrives in an informal and collaborative environment where team members are encouraged to grow beyond the confines of their job description or role.
Technology Stack: 
 Python 3.9, their code is running inside a container over Linux environment API Development, HTTP, REST Databases, SQL AWS Networking, Storage Virtualization, Containerization, Docker Git 
Responsibilities:
 Design, build and set up development tools and infrastructure for use by the various teams in the R&D organization Among the different tools:   Test infrastructure used by the QA (the product is a cluster composed of different components and infrastructure encapsulates them, tracking their state, exposing different APIs to communicate with them, etc.) Maintain and develop API and interfaces facing the company storage product + different cloud providers VM orchestration Collaborate with other teams to improve the productivity of the entire R&D organization   Deal with diverse technologies and domains: Docker, Git, Python, Linux, KVM (VM orchestration)
Requirements:
 5+ years of Python development experience (Object Oriented programming) 2+ years of experience working on Linux platform, be comfortable with Linux Networking and Multiprocessing experience Experience with AWS Strong technical abilities, problem solving, design, coding and debugging skills Fluent or Upper-Intermediate English
Desirable:
 Elasticsearch, SOLR Jenking. Gitlab CI. Basic usage Azure. Google cloud
Personal skills:
 Highly motivated and independent Strong problem solver and out-of-the-box thinker Ability to lead feature development, take full ownership of tasks from A-Z and deliver independently with minimum supervision Strong communication abilities Strong multi-tasking abilities Great teammate with multi-tasking ability and good interpersonal skills 
What`s in it for you?
 Care: your mental and physical health is our priority. We ensure comprehensive company-paid medical insurance, Mental Health programs, as well as financial and legal consultations Tailored education path: boost your skills and knowledge with our regular internal events (meetups, conferences, workshops), Udemy license, language courses and company-paid certifications Growth environment: share your experience and level up your expertise with a community of skilled professionals, locally and globally Own your schedule — you are the one to decide when to start your working day. Just don’t miss your regular team stand-up Opportunities: we value our specialists and always find the best options for them. Our Internal Mobility Program helps change a project if needed to help you grow, excel professionally and fulfill your potential Global impact: work on large-scale projects that redefine industries with international and fast-growing clients Welcoming environment: feel empowered with a friendly team, open-door policy, informal atmosphere within the company and regular team-building events
About us:
Discover the pros of 20-year global experience! Join one of the largest IT companies in Ukraine, awarded as one of the top 10 employers in Ukraine by Forbes.
Boost your skills and make a difference with cutting-edge projects, skilled colleagues and the latest tech stacks.
Ciklum has been recognised as a veteran-friendly business by the Veteran Hub in Ukraine.We're committed to creating a welcoming environment for veterans and developing processes that meet their needs. We value the skills and unique perspectives military veterans can bring to our business and are willing to support their transition to civilian life.
Be bold, not bored!
Interested already? We would love to get to know you! Submit your application. We can’t wait to see you at Ciklum.",Not provided,https://jobs.dou.ua/companies/ciklum/vacancies/261385/
Middle Python/Data Engineer,Sombra,"Київ, Львів, Івано-Франківськ","Our client is a private investment company based in the United States that specializes in agriculture and food-related investments.The main idea behind the product that we are developing is to boost the agricultural industry by providing farming companies with product is a comprehensive Business Intelligence tool. This solution will empower them to acquire, analyze, and visualize data related to Agricultural areas, driving informed decision-making and maximizing revenue potential.Requirements:3+ years of development experience with Python using FastAPI or similar web frameworks.Passion for continuous learning and sharing knowledge with others, great communication skillsStrong debugging skills,Good understanding of all parts of the web application stack,Experience with Pandas/Pyarrow,Experience working with microservices architecture.Strong experience with data processing techniques in toolsExperience with ETL pipelines,Experience with Apache Spark/Delta Lake or similar toolsAirflow orchestrator experience — preferably.Nice to have experience with:AWS EMR/SNS/SQS, Docker,Experience with Apache Airflow building out workflow DAGs and scheduling jobs,Experience with OAuth,Some UI development skills might be useful later on in a project (Dash),Experience with NoSQL databases (DynamoDB, Redis).Responsibilities:Develop and maintain web applications:— Build high-performance and scalable web applications using Python with FastAPI or similar web frameworks.Design and optimize ETL pipelines:— Handle large data volumes using tools like Apache Spark, Delta Lake, or similar, ensuring efficient data processing.Manage relational databases:— Optimize and maintain RDBMS, ensuring database performance and reliability.Orchestrate microservices architecture:— Design, implement, and manage microservices, ensuring smooth communication and data flow.Debugging and troubleshooting:— Apply strong debugging skills to identify and resolve issues across the web application stack.Workflow automation.— Utilize Airflow or similar tools to automate workflows and ensure timely data processing.We offer:Annual paid vacation of 18 working days.Extra vacation days for long-lasting cooperation.Annual paid illness of 10 days.Maternity/Paternity leave.The opportunity for sabbatical leave.Marriage and Parenthood Package.Compensation for sports activities (up to 6000 UAH\year).50 % cost compensation for attending self-development courses.Corporate doctor.Internal education(corporate library, Udemy courses).Career development plan.English and Spanish classes.Paying taxes and managing PE (Private Entrepreneur).Technical equipment.Internal Referral program.Opportunity to take part in company volunteering activities.Sombra is a “Friendly to Veterans” award-holder.",Not provided,https://jobs.dou.ua/companies/sombra/vacancies/278585/
Senior Python Developer,Agiliway,"Львів, Івано-Франківськ, Чернівці","Our team is looking for a result-oriented and proactive Senior Python Developer to collaborate on product development for our client based in the United Kingdom. The platform is an online service for quality assurance and calibration of MRI data. Requirements: 5+ years’ experience in back-end development Experience with Django REST Framework Experience with PostgreSQL database Familiar with Celery, Redis Experience with Health would be a plus Experience with DICOM and NIfTI medical imaging data Problem-solving skills and ability to think outside the box Upper-Intermediate level of English or higher Responsibilities: Participate in solution design and development, deliver high-quality code Regularly communicate with the team members, participate in status meetings, design sessions, and brainstorming Provide estimation and reporting of assigned tasks Code review We offer friendly working conditions with competitive compensation and benefits including: Comfortable working environment Friendly team and management Competitive salary Free English classes Regular performance-based compensation review Flexible working hours 100% paid vacation, 4 weeks per year 100% paid sick-leaves Medical insurance (50% is paid) Corporate and team building event",Not provided,https://jobs.dou.ua/companies/agiliway/vacancies/278575/
Junior Python розробник,Apriorit,"Київ, Дніпро, віддалено","Apriorit — компанія з розробки програмного забезпечення, заснована у 2002 році, має багатий досвід у системному програмуванні, кібербезпеці, реверсивній інженерії, SaaS/web, рішеннях на основі блокчейну, штучному інтелекті тощо.  Ми шукаємо Junior Python розробника для роботи над проєктом у сфері кібербезпеки.  Проєкт Це рішення, яке керує всією інформацією та процесами на кожному етапі життєвого циклу продукту чи сервісу. Це включає дані про елементи, компоненти, продукти, документи, вимоги, інженерні зміни та процеси управління якістю. Як частина продукту використовується цифровий двійник — програмний аналог фізичного пристрою, який моделює внутрішні процеси, технічні характеристики та поведінку реального об’єкта під впливом перешкод та середовища. Навички та досвід: 6+ місяців досвіду роботи з Python, FlaskДосвід роботи з SQLAlchemy, UnitTesting (pytest), Docker, GitАнглійська мова на рівні intermediate та вище Буде плюсом:  Kubernetes AWS Ми пропонуємо:  Участь у міжнародній співпраці з розробки інноваційного продукту в галузі кібербезпекиРобота з найновішими стандартами та підходами у розробці програмного забезпеченняМожливість розширити і поглибити свої знання, працюючи в команді професіоналів Персоналізований підхід до навчання (менторство, внутрішні курси, обмін знаннями);  Можливість розвивати свої компетенції — досвідчений колектив, регулярні 1 на 1 зустрічі з керівником, а також план розвитку, зроблений на ваші потреби; Кар’єрний розвиток та професійний зріст; Гнучкий робочий графік, віддалена робота 20 робочих днів оплачуваної щорічної відпустки, лікарняні Медичне страхування або компенсацію спорту  Безкоштовні корпоративні англійські уроки; Потужне обладнання надається (ноутбук, монітор та аксесуари)  Підтримка mental здоров’я та інші корпоративні бонуси  
Якщо вас зацікавила ця посада, будь ласка, надішліть нам ваше детальне резюме.",Not provided,https://jobs.dou.ua/companies/aprior-it/vacancies/278442/
Fullstack Developer (Python + React),Pecode,"Львів, віддалено","Привіт, друже! 😎Ми раді, що ти цікавишся нашою компанією! У Pecode ми створюємо унікальну атмосферу, де кожен має можливість зростати та розвиватися. Зараз ми шукаємо нового колегу на позицію Python розробника. Якщо ти маєш досвід і бажання розвиватися разом з нами — ця вакансія для тебе!Тобі варто відгукнутися, якщо:Ти маєш не менше 2 років досвіду роботи з Python та JSВолодієш англійською та українською на рівні B2 і вище.Бажаєш працювати в команді професіоналів і розвиватися в IT сфері.Твої навички:Core Knowledge:Python: Впевнено володієш синтаксисом Python, знаєш структури даних (списки, словники, множини) та об’єктно-орієнтоване програмування (ООП).Web Development: Добре розумієш принципи веб-розробки, включаючи HTTP, RESTful API, і базову архітектуру клієнт-сервер. Добре розуміння React, HTML, CSS, JavaScript/TypeScript. Вміння використовувати компонентну архітектуру для побудови проекту.Database Knowledge: Вмієш працювати з SQL, розумієш концепції реляційних баз даних і знайомий з базовими операціями.Frameworks:Django або Flask: Впевнено використовуєш Django або Flask для створення і управління веб-застосунками. Вмієш створювати базові CRUD-застосунки і розумієш фундаментальні концепції цих фреймворків.Next.js: Впевнено використовуєш Next.js для створення сучасних веб-застосунків. Вмієш працювати з SSR (Server-Side Rendering) та SSG (Static Site Generation), створювати та налаштовувати маршрути, а також інтегрувати API з використанням функцій API Routes. Розумієш концепції сторінок і компонентів, а також практики оптимізації продуктивності і SEO.Databases:CRUD Operations: Вмієш виконувати базові Create, Read, Update, Delete (CRUD) операції.Relational Databases: Маєш міцні знання про системи управління реляційними базами даних (RDBMS) як PostgreSQL або MySQL.ORMs: Знайомий з Object-Relational Mappers (ORMs) як Django ORM або SQLAlchemy.Architecture and API Development:RESTful API Principles: Добре розумієш дизайн і принципи RESTful API.Basic CRUD API Development: Вмієш створювати та управляти базовими CRUD операціями через RESTful API.Security:Basic Web Security: Знаєш базові принципи веб-безпеки, включаючи захист від SQL ін’єкцій і Cross-Site Scripting (XSS).DevOps:Docker: Маєш базові знання про Docker і контейнеризацію.CI/CD: Розумієш основи процесів Continuous Integration/Continuous Deployment (CI/CD) і інструментів.Що ми пропонуємо:Професійний ріст: Широкі можливості для твого професійного та особистого розвитку.Свобода: Можливість вносити та реалізовувати креативні ідеї.Розвиток: Регулярні «майстер-класи» від наших експертів та зовнішні навчання.Атмосфера: Дружня робоча атмосфера, яка допоможе тобі швидше досягати успіху.Наша взаємодія буде відбуватися наступним чином:Повідомлення від рекрутера.Первинна співбесіда.Технічна співбесіда.Співбесіда з тімлідом.Оффер.Чекаємо на твоє резюме! 🎉",Not provided,https://jobs.dou.ua/companies/pecode-software/vacancies/274806/
Middle Python Developer,Anadea,віддалено,"Anadea Inc is a team of more than 130 IT professionalsOur developers are extremely technically talented guys and passionate about their technologies, which is dictated by our highly competitive IT market.We are looking for an exceptional Python developer to work with our team and join our community of talented experts.Required skills:— 3+ years of experience developing python applications.— Experience working with web frameworks (Django, FastAPI).— Experience working with relational databases.— Experience in developing architecture and building services from the ground up.— Experience with containerization technologies.— English Intermediate.— Experience in working with event driven architecture.Nice to have:— Experience working with PostgreSQL.— Experience using cloud (AWS, GCP).— Familiarity with or a willingness to learn Golang.— Ability to work with front-end technologies— Experience with Numpy, Pandas Responsibilities:— Engage in direct communication with client representatives.— Contribute to both ongoing projects and the initiation of new product launches.— Shape the technical roadmap, focusing on innovation, efficiency, and growth.— Participate in code reviews, design discussions, and team activities to maintain codebase quality and consistency. We offer:— Work with motivated professionals— Continuous performance reviews and appropriate changes in your compensation package— You can influence the technology choice— Professional growth and support of your personal improvement goals— Medical insurance",Not provided,https://jobs.dou.ua/companies/anadea/vacancies/278378/
Python Software engineer (KYC),SoftConstruct Ukraine,віддалено,"SoftConstruct Ukraine is a large product company with Armenian roots.We develop solutions in the fields of Big Data, Data Science and CryptoExchange. We combine our expertise in iGaming software development with advanced technologies to develop original software such as sports statistics, risk analysis, security. In most cases, we deal with atypical projects for the market, try to find and generate new technology-based solutions in our field.We support our colleagues who actively participate in all spheres of our country’s defense, as well as help in the development of solutions, technical security support — the information sector of the state. We are ready to offer work for IT specialists who need it.If you are looking for a job in a Python development and have relevant experience, we would be more than happy to offer you our position of Python Software Engineer.About the project: We are the challenging computer vision project: the risk management solution which automatically validates the information about the user. The product, based on advanced techniques of computer vision and data science. Application of neural networks makes it easy to determine the use of a photo editor, automatically process user data and compare it with the input data.Our solution with automatic verification of users in various types of business, based on Computer Vision and digital solutions in the field of document sharing (DIIA, BankID, etc.) and open registers. We currently process over 40,000 verifications every month. We see the potential for the company’s business account to grow to a 1 million verifications per month.About your future team:We already have 15 people in our team and we want to empower the team by hiring a specialist who will be involved in existing project.Technical Stack: Python, Django, Django Rest Framework, Celery, PostgreSQL, Redis, Docker, SQL.Main responsibilities: — Use your knowledge of technology and operational best practices to drive the design, development, and implementation of web application that enables highly available, scalable and reliable customer experiences;— Propose and advocate technical improvements of the product on the architectural and code level;— Work closely with ML, Frontend, DevOps and Design teams;— Mentor less experienced members of the team;— Define, design and implement different API/data integrations based on business needs and requirements.Must-haves: — 4+ years of professional experience as a Python Engineer;— Expertise in utilizing Message Brokers;— Strong expertise in unit testing and applying code testing methodologies;— Strong familiarity with Docker and Docker Compose;— A passion for understanding the inner workings of systems and a willingness to share knowledge with peers;— Direct involvement in the development and testing of backend systems and pipelines, as well as collaborative support for services;— A hands-on approach to building secure, reliable, and scalable web applications, with effective communication skills within a team.Nice to haves: — Experience with contemporary monitoring tools such as Prometheus, Grafana, Sentry;— Experience with the design and implementation MLOps;— Competence in working with NoSQL databases;— ML or Data Engineering experience.What can we offer you:Interesting and challenging work in a product and data driven company;Plenty of opportunities to learn, grow and progress in your career;Annual leave: 20 working days per year;All paid sick days with a doctor’s note (no limit on the number of times. But for 1 time it is paid up to 2 weeks);Registration within DiiaCity (Gig-contract);Individual English classes at EnglishDom online school (compensation within 50% of the amount of expenses);€450 / year budget for training and / or sports (compensation within 50% of the amount of expenses) after probationary period;Free health insurance after a probationary period.Sounds interesting? Then apply now, don’t wait up!SoftConstruct is a cool place to work, where you’ll have fun, make friends, and grow professionally.",Not provided,https://jobs.dou.ua/companies/softconstruct-ukraine/vacancies/274497/
